                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    469,                 1.1104,                 1.1926,                 1.3503,                0.90116,                0.80265,                0.86889,                0.69893,                0.83901,                0.78437,                 1.1675,              0.0053668,              0.0053668,              0.0053668
                    470,                 1.0573,                 1.1822,                 1.3326,                 0.8982,                0.81572,                0.87215,                0.70271,                0.84069,                0.76713,                 1.1753,              0.0053569,              0.0053569,              0.0053569
                    471,                 1.1071,                 1.1971,                 1.3536,                0.88697,                0.81765,                0.87336,                0.69891,                0.84581,                0.77783,                 1.1844,               0.005347,               0.005347,               0.005347
                    472,                 1.1128,                 1.2192,                 1.3106,                0.92051,                0.79789,                 0.8735,                0.70265,                0.84265,                 0.7874,                 1.1785,              0.0053371,              0.0053371,              0.0053371
                    473,                 1.0996,                 1.1739,                 1.3224,                0.92414,                0.78473,                0.87098,                0.70205,                0.83401,                0.77638,                 1.1719,              0.0053272,              0.0053272,              0.0053272
                    474,                 1.0576,                 1.1424,                 1.2997,                0.87858,                0.80123,                0.87261,                0.70418,                0.83024,                0.76467,                 1.1688,              0.0053173,              0.0053173,              0.0053173
                    475,                 1.0636,                 1.1845,                 1.3179,                0.90554,                0.79713,                0.86843,                0.70314,                0.82427,                 0.7497,                 1.1652,              0.0053074,              0.0053074,              0.0053074
                    476,                  1.106,                  1.193,                 1.3489,                0.90615,                0.80145,                  0.868,                0.70436,                0.82753,                0.75987,                 1.1665,              0.0052975,              0.0052975,              0.0052975
                    477,                  1.089,                 1.1634,                 1.3334,                0.91476,                 0.7901,                0.86771,                0.69957,                0.83047,                0.76991,                 1.1662,              0.0052876,              0.0052876,              0.0052876
                    478,                 1.0359,                 1.1067,                 1.3073,                0.90086,                0.79542,                0.86509,                0.70291,                0.82025,                0.76444,                  1.157,              0.0052777,              0.0052777,              0.0052777
                    479,                 1.1036,                 1.1868,                 1.3196,                0.91053,                0.78967,                0.86119,                0.70348,                0.83756,                 0.7782,                  1.169,              0.0052678,              0.0052678,              0.0052678
                    480,                 1.0937,                 1.1657,                 1.3254,                0.83777,                0.83596,                0.86397,                0.70078,                0.81905,                0.78457,                 1.1584,              0.0052579,              0.0052579,              0.0052579
                    481,                 1.0803,                 1.1791,                 1.3424,                  0.872,                 0.8148,                0.86626,                 0.7016,                0.81838,                0.78057,                 1.1567,               0.005248,               0.005248,               0.005248
                    482,                 1.0916,                 1.1838,                 1.3464,                0.89893,                0.81623,                0.86966,                0.71409,                0.81321,                0.75424,                 1.1534,              0.0052381,              0.0052381,              0.0052381
                    483,                  1.058,                 1.1821,                 1.3339,                0.89397,                0.81557,                0.86747,                0.71099,                0.82038,                0.74593,                 1.1599,              0.0052282,              0.0052282,              0.0052282
                    484,                  1.111,                 1.2025,                 1.3416,                0.90507,                0.81546,                0.86966,                0.70641,                0.82088,                0.75914,                 1.1619,              0.0052183,              0.0052183,              0.0052183
                    485,                 1.0648,                 1.1974,                 1.3153,                0.90608,                0.81266,                0.87314,                0.70531,                0.82159,                0.76268,                 1.1643,              0.0052084,              0.0052084,              0.0052084
                    486,                 1.0463,                 1.1591,                 1.3111,                0.91341,                0.80574,                0.86725,                0.70821,                0.80454,                0.74511,                 1.1531,              0.0051985,              0.0051985,              0.0051985
                    487,                 1.0975,                 1.1816,                 1.3237,                0.91912,                0.80395,                 0.8691,                0.70745,                0.81064,                 0.7606,                 1.1545,              0.0051886,              0.0051886,              0.0051886
                    488,                 1.0693,                 1.1417,                 1.3062,                0.91808,                0.80842,                0.87063,                0.71435,                0.81004,                  0.782,                 1.1581,              0.0051787,              0.0051787,              0.0051787
                    489,                 1.1035,                 1.1756,                 1.3143,                0.92089,                0.79529,                0.86891,                0.70451,                0.80919,                 0.7784,                 1.1576,              0.0051688,              0.0051688,              0.0051688
                    490,                  1.037,                 1.1209,                 1.3168,                0.89704,                0.80567,                0.86663,                0.71194,                0.80098,                0.77075,                 1.1536,              0.0051589,              0.0051589,              0.0051589
                    491,                  1.077,                 1.1677,                 1.3046,                0.90076,                0.80196,                0.86556,                 0.7101,                 0.8092,                0.77466,                 1.1547,               0.005149,               0.005149,               0.005149
                    492,                 1.0477,                 1.1506,                 1.2933,                0.90957,                 0.7932,                0.86474,                0.70525,                0.82035,                0.76565,                 1.1566,              0.0051391,              0.0051391,              0.0051391
                    493,                 1.0469,                 1.1435,                 1.2905,                 0.8867,                0.80231,                0.87255,                0.70887,                0.81235,                0.75406,                 1.1511,              0.0051292,              0.0051292,              0.0051292
                    494,                 1.0718,                 1.1697,                 1.3006,                0.89511,                0.79507,                0.87086,                0.70394,                0.81534,                0.75787,                 1.1552,              0.0051193,              0.0051193,              0.0051193
                    495,                 1.0255,                 1.0992,                 1.2753,                0.86636,                0.80666,                0.87102,                0.70803,                0.80987,                0.75696,                 1.1515,              0.0051094,              0.0051094,              0.0051094
                    496,                 1.0171,                 1.1341,                 1.2755,                0.89753,                0.79245,                0.87395,                0.71539,                0.80813,                 0.7453,                 1.1496,              0.0050995,              0.0050995,              0.0050995
                    497,                 1.1062,                 1.1733,                 1.3388,                0.92631,                0.77753,                0.86965,                0.71046,                0.80436,                0.76295,                 1.1451,              0.0050896,              0.0050896,              0.0050896
                    498,                 1.0532,                 1.1317,                 1.3026,                0.83877,                0.83349,                0.86881,                0.70551,                0.80748,                0.76165,                 1.1469,              0.0050797,              0.0050797,              0.0050797
                    499,                 1.0385,                 1.1428,                 1.3076,                0.89421,                0.81143,                0.86931,                 0.7121,                0.80117,                0.76401,                 1.1478,              0.0050698,              0.0050698,              0.0050698
                    500,                 1.0604,                 1.1588,                 1.3038,                0.93793,                0.79604,                0.87083,                0.70956,                  0.796,                0.75166,                 1.1434,              0.0050599,              0.0050599,              0.0050599
                    501,                 1.0241,                 1.1422,                 1.2771,                 0.9299,                0.80243,                0.86983,                0.71413,                0.79368,                0.74246,                 1.1378,                0.00505,                0.00505,                0.00505
                    502,                 1.0432,                 1.1335,                 1.3197,                0.91214,                0.81499,                0.87002,                0.71247,                0.79765,                0.72959,                 1.1388,              0.0050401,              0.0050401,              0.0050401
                    503,                  1.055,                 1.1842,                 1.2908,                0.92002,                0.79902,                0.86949,                0.71038,                0.79195,                0.72076,                  1.142,              0.0050302,              0.0050302,              0.0050302
                    504,                  1.039,                 1.1199,                 1.2875,                0.89501,                0.81319,                0.86825,                0.70975,                0.78909,                0.73611,                 1.1433,              0.0050203,              0.0050203,              0.0050203
                    505,                 1.0671,                 1.1393,                 1.3092,                0.90254,                0.81628,                 0.8654,                0.70367,                0.80297,                0.74422,                 1.1511,              0.0050104,              0.0050104,              0.0050104
                    506,                 1.0195,                 1.1482,                 1.3225,                0.90935,                0.81405,                0.87053,                0.70827,                0.79189,                0.74357,                 1.1435,              0.0050005,              0.0050005,              0.0050005
                    507,                 1.0744,                 1.1165,                  1.253,                0.90989,                0.81367,                0.87207,                0.70831,                 0.7956,                0.74452,                 1.1467,              0.0049906,              0.0049906,              0.0049906
                    508,                 1.0806,                 1.1933,                 1.3176,                0.90786,                 0.8105,                0.87133,                0.71024,                0.80058,                0.75278,                 1.1435,              0.0049807,              0.0049807,              0.0049807
                    509,                 1.0433,                 1.1337,                 1.2772,                 0.8906,                0.81341,                 0.8713,                0.71346,                0.79295,                0.75798,                 1.1401,              0.0049708,              0.0049708,              0.0049708
                    510,                 1.0567,                 1.1361,                 1.2858,                0.90083,                0.81222,                 0.8708,                0.71148,                0.80062,                0.75427,                 1.1477,              0.0049609,              0.0049609,              0.0049609
                    511,                 1.0746,                 1.1549,                 1.3361,                0.88845,                0.81778,                0.87083,                0.71585,                0.79267,                0.74868,                 1.1435,               0.004951,               0.004951,               0.004951
                    512,                 1.0441,                 1.1807,                 1.3216,                0.91088,                0.79977,                0.86968,                0.71329,                0.79129,                0.74295,                  1.145,              0.0049411,              0.0049411,              0.0049411
                    513,                 1.0576,                 1.1694,                  1.309,                0.88803,                0.81778,                0.87481,                0.72093,                0.78892,                0.73213,                 1.1421,              0.0049312,              0.0049312,              0.0049312
                    514,                0.99292,                 1.0698,                 1.2669,                0.90826,                0.80782,                 0.8757,                0.72151,                0.79448,                0.74041,                  1.146,              0.0049213,              0.0049213,              0.0049213
                    515,                 1.0489,                 1.1012,                 1.2947,                 0.8908,                0.81125,                0.87611,                0.72004,                0.78821,                0.73945,                  1.144,              0.0049114,              0.0049114,              0.0049114
                    516,                 1.0242,                 1.0727,                 1.2839,                0.89415,                0.81037,                0.87536,                0.71717,                0.79895,                0.72891,                  1.149,              0.0049015,              0.0049015,              0.0049015
                    517,                 1.0824,                 1.1376,                 1.3076,                0.84199,                0.83873,                 0.8733,                0.71702,                0.79262,                0.73634,                 1.1448,              0.0048916,              0.0048916,              0.0048916
                    518,                 1.0273,                 1.1073,                 1.2708,                0.88744,                0.82228,                 0.8692,                0.71493,                0.80536,                0.74548,                 1.1489,              0.0048817,              0.0048817,              0.0048817
                    519,                 1.0506,                 1.1284,                 1.3171,                0.89253,                0.82329,                0.87443,                0.71875,                0.78623,                0.71836,                 1.1371,              0.0048718,              0.0048718,              0.0048718
                    520,                 1.0202,                 1.1084,                 1.2768,                0.89093,                0.82404,                0.87391,                0.72246,                0.77861,                0.71724,                 1.1316,              0.0048619,              0.0048619,              0.0048619
                    521,                 1.0413,                 1.1711,                 1.3265,                 0.8963,                0.82276,                0.87517,                0.72587,                0.77973,                0.70222,                 1.1302,               0.004852,               0.004852,               0.004852
                    522,                 1.0532,                 1.1114,                 1.2939,                0.92751,                0.80869,                0.87584,                0.72791,                0.78924,                0.71204,                 1.1358,              0.0048421,              0.0048421,              0.0048421
                    523,                 1.0493,                 1.1396,                 1.2965,                0.92187,                0.80993,                0.87646,                0.72125,                0.80647,                0.72079,                 1.1432,              0.0048322,              0.0048322,              0.0048322
                    524,                 1.0367,                 1.1348,                  1.308,                0.90803,                0.82192,                0.87687,                0.72666,                  0.787,                0.71362,                 1.1324,              0.0048223,              0.0048223,              0.0048223
                    525,                 1.0626,                  1.143,                 1.2903,                0.91689,                0.81608,                0.87259,                 0.7227,                0.77525,                0.71719,                 1.1318,              0.0048124,              0.0048124,              0.0048124
                    526,                 1.0648,                 1.1324,                 1.2981,                0.91593,                0.81522,                0.87187,                0.71849,                0.77296,                0.72135,                 1.1285,              0.0048025,              0.0048025,              0.0048025
                    527,                  1.035,                  1.116,                  1.288,                 0.9356,                0.80244,                  0.873,                 0.7206,                0.76807,                0.71389,                  1.123,              0.0047926,              0.0047926,              0.0047926
                    528,                 1.0369,                 1.1285,                 1.3085,                0.92526,                0.80833,                0.87555,                0.71592,                0.78068,                0.71773,                 1.1321,              0.0047827,              0.0047827,              0.0047827
                    529,                 1.0477,                 1.1512,                 1.2978,                0.90177,                0.82725,                0.87417,                0.72076,                0.78134,                0.73353,                  1.131,              0.0047728,              0.0047728,              0.0047728
                    530,                 1.0273,                 1.0819,                 1.2807,                0.90684,                0.81861,                0.87263,                0.71859,                0.78615,                0.75043,                 1.1359,              0.0047629,              0.0047629,              0.0047629
                    531,                0.99554,                 1.0935,                 1.2933,                0.90473,                0.82351,                0.87453,                0.71865,                0.77537,                0.72916,                 1.1296,               0.004753,               0.004753,               0.004753
                    532,                 1.0439,                 1.1268,                 1.3116,                 0.9049,                0.82764,                 0.8751,                0.72418,                0.77409,                0.72452,                 1.1266,              0.0047431,              0.0047431,              0.0047431
                    533,                0.99104,                  1.085,                 1.2605,                0.90692,                0.81249,                0.87594,                0.72013,                0.78202,                0.74151,                 1.1342,              0.0047332,              0.0047332,              0.0047332
                    534,                 1.0254,                 1.0888,                 1.2816,                0.90268,                0.81641,                0.87784,                0.72655,                0.77456,                0.74534,                 1.1271,              0.0047233,              0.0047233,              0.0047233
                    535,                 1.0392,                 1.1635,                 1.2989,                0.88368,                0.82646,                0.87629,                0.72838,                0.76634,                0.73473,                 1.1206,              0.0047134,              0.0047134,              0.0047134
                    536,                 1.0381,                 1.1366,                 1.2766,                0.89872,                0.81534,                0.87756,                0.72799,                0.77559,                0.72621,                  1.125,              0.0047035,              0.0047035,              0.0047035
                    537,                0.98697,                 1.0555,                  1.255,                0.92445,                0.80566,                0.87896,                0.72751,                0.77624,                0.71327,                 1.1245,              0.0046936,              0.0046936,              0.0046936
                    538,                 1.0386,                 1.0735,                  1.259,                0.91722,                0.81598,                0.88064,                0.72947,                0.77896,                 0.7118,                  1.128,              0.0046837,              0.0046837,              0.0046837
                    539,                 1.0254,                 1.1144,                  1.288,                0.92586,                0.81051,                0.88028,                0.72909,                0.77838,                0.70855,                 1.1283,              0.0046738,              0.0046738,              0.0046738
                    540,                 1.0306,                 1.0644,                  1.262,                0.92189,                0.80832,                0.87741,                0.72745,                0.78594,                 0.7156,                 1.1337,              0.0046639,              0.0046639,              0.0046639
                    541,                0.96228,                 1.0915,                  1.321,                0.91057,                0.80962,                0.87501,                0.72521,                0.77692,                0.69149,                 1.1274,               0.004654,               0.004654,               0.004654
                    542,                 1.0495,                 1.1082,                 1.2825,                0.92211,                0.80704,                0.87309,                0.72014,                0.79823,                0.70651,                 1.1394,              0.0046441,              0.0046441,              0.0046441
                    543,                   1.01,                 1.0708,                 1.2719,                0.90737,                0.82402,                 0.8759,                0.73064,                0.77727,                0.71878,                 1.1319,              0.0046342,              0.0046342,              0.0046342
                    544,                 1.0097,                 1.0996,                 1.2935,                0.90753,                0.82746,                0.87686,                0.72965,                0.76428,                0.72435,                 1.1188,              0.0046243,              0.0046243,              0.0046243
                    545,                 0.9894,                 1.0907,                 1.2737,                0.91203,                0.82538,                0.87789,                0.72578,                0.75663,                0.71982,                  1.115,              0.0046144,              0.0046144,              0.0046144
                    546,                 1.0695,                 1.1295,                 1.2721,                0.91255,                0.81601,                0.87891,                0.73486,                0.78197,                 0.7411,                 1.1291,              0.0046045,              0.0046045,              0.0046045
                    547,                 1.0222,                 1.0815,                 1.3035,                0.91564,                0.81692,                 0.8751,                0.73071,                0.76512,                0.71357,                 1.1177,              0.0045946,              0.0045946,              0.0045946
                    548,                  1.029,                 1.1181,                 1.3254,                0.92584,                0.81361,                0.87868,                0.73269,                 0.7626,                0.69381,                  1.116,              0.0045847,              0.0045847,              0.0045847
                    549,                0.98192,                 1.0801,                 1.2673,                0.92828,                0.80871,                0.87467,                0.72978,                0.75805,                0.68187,                 1.1124,              0.0045748,              0.0045748,              0.0045748
                    550,                0.96202,                 1.0721,                 1.2752,                0.92511,                0.80914,                 0.8776,                0.72683,                0.75745,                0.67525,                 1.1098,              0.0045649,              0.0045649,              0.0045649
                    551,                0.96324,                 1.0393,                 1.2428,                0.90734,                0.81522,                0.87528,                0.72395,                0.76193,                0.68509,                 1.1133,               0.004555,               0.004555,               0.004555
                    552,                0.99299,                   1.04,                 1.2677,                0.91503,                 0.8177,                0.87718,                0.72589,                0.75968,                0.68405,                 1.1164,              0.0045451,              0.0045451,              0.0045451
                    553,                 1.0201,                 1.1097,                  1.286,                 0.9132,                0.82205,                0.87603,                0.72932,                0.76734,                0.70125,                 1.1191,              0.0045352,              0.0045352,              0.0045352
                    554,                 1.0319,                  1.123,                 1.2809,                0.91882,                0.82102,                0.87537,                0.72482,                0.76964,                0.71211,                 1.1188,              0.0045253,              0.0045253,              0.0045253
                    555,                0.97856,                 1.0222,                 1.2598,                 0.9216,                0.81345,                0.87759,                0.72768,                0.76585,                0.70714,                 1.1145,              0.0045154,              0.0045154,              0.0045154
                    556,                0.98989,                 1.0676,                 1.2785,                0.92168,                0.82515,                0.88183,                0.73052,                0.75996,                0.71267,                  1.112,              0.0045055,              0.0045055,              0.0045055
                    557,                 1.0178,                 1.1022,                 1.2664,                0.90583,                0.83504,                0.87993,                0.72431,                0.76718,                 0.7055,                  1.112,              0.0044956,              0.0044956,              0.0044956
                    558,                0.97948,                 1.0629,                  1.258,                0.92257,                0.81903,                0.88031,                0.73309,                0.75243,                0.69445,                 1.1014,              0.0044857,              0.0044857,              0.0044857
                    559,                 1.0083,                 1.0725,                 1.2805,                 0.9307,                0.81406,                0.87994,                0.73594,                0.73868,                0.68755,                 1.0952,              0.0044758,              0.0044758,              0.0044758
                    560,                 1.0235,                 1.0688,                 1.2501,                0.90276,                0.82722,                0.87796,                0.73467,                0.74289,                0.70997,                 1.1026,              0.0044659,              0.0044659,              0.0044659
                    561,                 1.0394,                 1.0944,                 1.2973,                0.90268,                0.82289,                0.87933,                0.73117,                0.74625,                 0.7263,                 1.1052,               0.004456,               0.004456,               0.004456
                    562,                 1.0021,                 1.0967,                 1.3053,                0.91939,                0.81673,                0.87848,                0.73006,                 0.7453,                0.71744,                 1.1041,              0.0044461,              0.0044461,              0.0044461
                    563,                0.98817,                 1.0558,                 1.2514,                0.94269,                0.80604,                0.88051,                0.72825,                0.74944,                0.72054,                 1.1053,              0.0044362,              0.0044362,              0.0044362
                    564,                 1.0357,                 1.0787,                 1.2875,                0.92662,                0.81424,                0.87835,                 0.7264,                0.75234,                0.71042,                 1.1078,              0.0044263,              0.0044263,              0.0044263
                    565,                0.99516,                 1.0926,                 1.2808,                0.92492,                0.81895,                0.88079,                0.72623,                0.75818,                0.70665,                 1.1093,              0.0044164,              0.0044164,              0.0044164
                    566,                0.97595,                 1.0308,                 1.2539,                0.92114,                0.82419,                 0.8839,                0.73107,                 0.7448,                0.68808,                 1.1022,              0.0044065,              0.0044065,              0.0044065
                    567,                0.98322,                  1.067,                 1.2549,                0.92165,                0.81864,                0.87991,                0.73503,                0.73571,                0.67406,                 1.0945,              0.0043966,              0.0043966,              0.0043966
                    568,                0.93891,                 1.0411,                 1.2294,                0.90708,                 0.8303,                0.88349,                0.73814,                 0.7388,                0.67014,                 1.0986,              0.0043867,              0.0043867,              0.0043867
                    569,                 1.0012,                 1.0116,                 1.2606,                0.90795,                0.83612,                0.88473,                0.73736,                0.73722,                0.67509,                 1.0965,              0.0043768,              0.0043768,              0.0043768
                    570,                 1.0205,                 1.0881,                 1.2641,                0.92294,                0.83401,                0.88565,                 0.7399,                0.73586,                0.67803,                 1.0944,              0.0043669,              0.0043669,              0.0043669
                    571,                0.96449,                 1.0772,                  1.271,                0.92176,                0.82946,                0.88676,                0.74113,                0.74158,                0.67312,                 1.0991,               0.004357,               0.004357,               0.004357
                    572,                0.98715,                 1.0272,                 1.2642,                0.92819,                0.82593,                0.88367,                0.73918,                0.75063,                0.67186,                 1.1018,              0.0043471,              0.0043471,              0.0043471
                    573,                0.98562,                 1.0243,                 1.2551,                0.91652,                0.83264,                0.88588,                0.73549,                0.75285,                0.67491,                  1.102,              0.0043372,              0.0043372,              0.0043372
                    574,                 1.0057,                 1.0239,                 1.2349,                0.91595,                0.82684,                0.88579,                0.73293,                0.76959,                0.68655,                 1.1123,              0.0043273,              0.0043273,              0.0043273
                    575,                 1.0029,                 1.0523,                 1.2421,                0.91907,                0.82433,                0.88128,                0.73276,                0.77062,                0.70033,                 1.1096,              0.0043174,              0.0043174,              0.0043174
                    576,                 0.9785,                 1.0458,                 1.2639,                0.93487,                0.80877,                0.88208,                0.73254,                0.75571,                0.68676,                 1.0987,              0.0043075,              0.0043075,              0.0043075
                    577,                0.99028,                 1.0819,                 1.2645,                0.91036,                0.82462,                0.87981,                 0.7286,                0.76028,                 0.6786,                 1.1027,              0.0042976,              0.0042976,              0.0042976
                    578,                 1.0101,                 1.0271,                 1.2439,                 0.9268,                0.82122,                0.88168,                 0.7338,                0.74709,                0.68211,                 1.0944,              0.0042877,              0.0042877,              0.0042877
                    579,                0.98465,                 1.0116,                 1.2496,                0.91747,                0.82349,                0.87958,                0.73324,                0.73603,                0.68197,                 1.0886,              0.0042778,              0.0042778,              0.0042778
                    580,                 1.0166,                 1.0877,                 1.2813,                0.91969,                0.80873,                0.88021,                 0.7365,                 0.7378,                 0.6909,                  1.092,              0.0042679,              0.0042679,              0.0042679
                    581,                0.98681,                 1.0891,                  1.297,                0.87831,                0.83093,                0.88008,                0.73479,                0.74414,                0.67399,                 1.0985,               0.004258,               0.004258,               0.004258
                    582,                 1.0108,                 1.0771,                 1.2678,                0.89423,                0.82482,                0.88014,                 0.7295,                 0.7511,                0.67568,                 1.1034,              0.0042481,              0.0042481,              0.0042481
                    583,                 0.9765,                 1.0334,                 1.2574,                  0.924,                0.82071,                0.87991,                0.72929,                0.75183,                0.68308,                 1.1038,              0.0042382,              0.0042382,              0.0042382
                    584,                0.96991,                0.99547,                 1.2457,                0.92944,                0.82986,                0.88592,                0.72971,                0.75042,                 0.6764,                 1.1012,              0.0042283,              0.0042283,              0.0042283
                    585,                0.98755,                 1.0702,                 1.2685,                0.93273,                0.83126,                0.88629,                0.73574,                 0.7396,                0.67263,                 1.0929,              0.0042184,              0.0042184,              0.0042184
                    586,                0.98098,                 1.0392,                 1.2673,                0.92895,                0.83325,                0.88585,                0.73372,                0.74017,                0.68611,                 1.0927,              0.0042085,              0.0042085,              0.0042085
                    587,                0.95528,                 1.0403,                 1.2652,                0.92178,                0.82789,                0.88321,                0.73236,                0.73638,                0.67735,                 1.0911,              0.0041986,              0.0041986,              0.0041986
                    588,                0.95841,                 1.0633,                 1.2748,                0.93424,                0.81564,                0.88296,                0.73182,                0.73653,                 0.6637,                 1.0906,              0.0041887,              0.0041887,              0.0041887
                    589,                0.96015,                 1.0194,                 1.2551,                0.92352,                0.82448,                 0.8838,                0.73125,                0.74504,                0.66607,                 1.0922,              0.0041788,              0.0041788,              0.0041788
                    590,                 1.0012,                 1.0582,                 1.2528,                0.91497,                0.83152,                0.88364,                0.73442,                0.73934,                0.67025,                 1.0874,              0.0041689,              0.0041689,              0.0041689
                    591,                 0.9916,                 1.0575,                 1.2535,                0.89474,                0.84067,                0.88344,                 0.7391,                0.74345,                0.68183,                 1.0902,               0.004159,               0.004159,               0.004159
                    592,                0.95453,                0.98439,                 1.2187,                0.91204,                0.83498,                0.88174,                0.73796,                0.73769,                0.68754,                 1.0894,              0.0041491,              0.0041491,              0.0041491
                    593,                0.97322,                 1.0511,                 1.2685,                0.91821,                0.82987,                0.87967,                0.74175,                0.71564,                0.66822,                 1.0738,              0.0041392,              0.0041392,              0.0041392
                    594,                0.95965,                0.99429,                 1.2194,                0.91149,                0.83366,                0.87728,                0.73626,                0.72414,                0.67421,                 1.0783,              0.0041293,              0.0041293,              0.0041293
                    595,                 1.0031,                 1.0764,                 1.2443,                0.89873,                0.84252,                 0.8799,                0.73782,                0.73346,                0.67781,                  1.084,              0.0041194,              0.0041194,              0.0041194
                    596,                0.97785,                 1.0076,                 1.2413,                0.91165,                 0.8329,                0.88036,                 0.7358,                0.74082,                0.67083,                 1.0906,              0.0041095,              0.0041095,              0.0041095
                    597,                0.97548,                  1.045,                 1.2437,                0.91098,                0.82904,                0.87943,                0.73959,                0.73883,                0.66834,                  1.091,              0.0040996,              0.0040996,              0.0040996
                    598,                0.93469,                 1.0605,                 1.2211,                0.92132,                  0.822,                 0.8817,                0.73958,                0.72737,                0.65237,                 1.0834,              0.0040897,              0.0040897,              0.0040897
                    599,                 0.9805,                 1.0317,                 1.2414,                0.92536,                0.82401,                0.88415,                0.74661,                0.72221,                 0.6525,                 1.0798,              0.0040798,              0.0040798,              0.0040798
                    600,                  1.046,                 1.0333,                 1.2388,                0.92396,                 0.8269,                0.88678,                 0.7466,                0.73414,                0.65778,                 1.0903,              0.0040699,              0.0040699,              0.0040699
                    601,                0.96852,                 1.0042,                 1.2394,                0.93066,                0.82097,                0.88736,                0.75306,                0.72222,                0.65364,                 1.0817,                0.00406,                0.00406,                0.00406
                    602,                0.98043,                 1.0128,                 1.2425,                0.91964,                0.83836,                0.88826,                0.75186,                0.72428,                0.66092,                 1.0847,              0.0040501,              0.0040501,              0.0040501
