                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    162,                 1.7643,                 2.6353,                 1.9246,                0.58725,                0.37977,                0.44026,                0.28697,                 1.5987,                 1.9941,                 1.8863,              0.0084061,              0.0084061,              0.0084061
                    163,                 1.7474,                 2.6223,                 1.8989,                0.63558,                 0.3484,                0.42474,                0.27897,                 1.5902,                 1.9753,                 1.8829,              0.0083962,              0.0083962,              0.0083962
                    164,                 1.7298,                 2.5347,                  1.951,                0.53928,                0.40164,                0.43399,                0.28409,                 1.5819,                 1.9191,                  1.866,              0.0083863,              0.0083863,              0.0083863
                    165,                 1.7471,                 2.6185,                 1.9524,                0.49507,                0.41582,                0.44994,                 0.2842,                 1.6077,                 1.9842,                 1.8961,              0.0083764,              0.0083764,              0.0083764
                    166,                 1.7555,                 2.5035,                 1.9146,                0.54831,                0.41642,                0.44697,                0.28851,                 1.5768,                 1.9052,                 1.8795,              0.0083665,              0.0083665,              0.0083665
                    167,                 1.7793,                 2.5024,                 1.9222,                0.57549,                0.41624,                0.46828,                0.30514,                 1.5865,                 1.9659,                 1.8955,              0.0083566,              0.0083566,              0.0083566
                    168,                 1.7459,                 2.4319,                 1.9064,                0.55418,                 0.4228,                0.46444,                0.29955,                 1.5607,                 1.8673,                 1.8585,              0.0083467,              0.0083467,              0.0083467
                    169,                 1.7761,                 2.4895,                 1.9125,                0.56237,                0.42623,                0.46982,                 0.3009,                 1.5585,                 1.8799,                 1.8444,              0.0083368,              0.0083368,              0.0083368
                    170,                 1.7148,                  2.521,                  1.888,                0.60982,                0.41671,                0.48007,                0.31444,                 1.5548,                 1.8726,                 1.8438,              0.0083269,              0.0083269,              0.0083269
                    171,                 1.7432,                 2.5449,                 1.9231,                0.58109,                0.42722,                0.49152,                0.32073,                 1.5643,                 1.8928,                   1.85,               0.008317,               0.008317,               0.008317
                    172,                 1.7262,                 2.4653,                 1.8994,                0.62897,                0.42259,                 0.5053,                0.33375,                 1.5125,                 1.8237,                 1.8125,              0.0083071,              0.0083071,              0.0083071
                    173,                 1.6719,                 2.4951,                 1.9469,                0.54864,                0.46378,                0.48847,                0.31262,                 1.5918,                 1.9005,                 1.8672,              0.0082972,              0.0082972,              0.0082972
                    174,                 1.7184,                 2.3578,                 1.8574,                0.53341,                0.47035,                0.49595,                0.32733,                 1.5522,                 1.9687,                 1.8323,              0.0082873,              0.0082873,              0.0082873
                    175,                 1.6921,                 2.4276,                 1.8658,                0.64503,                0.43061,                0.53346,                0.36226,                 1.5046,                 1.8551,                 1.8048,              0.0082774,              0.0082774,              0.0082774
                    176,                 1.6801,                 2.3407,                 1.8257,                0.60628,                0.45372,                0.52834,                0.33813,                 1.5541,                 1.8501,                 1.8278,              0.0082675,              0.0082675,              0.0082675
                    177,                 1.6643,                 2.3883,                 1.8734,                0.67107,                0.45469,                 0.5361,                0.35735,                 1.5195,                 1.7766,                  1.801,              0.0082576,              0.0082576,              0.0082576
                    178,                 1.6379,                 2.2379,                 1.8341,                0.56037,                0.47326,                 0.5088,                0.32853,                 1.6264,                 1.8522,                 1.8708,              0.0082477,              0.0082477,              0.0082477
                    179,                 1.7277,                 2.5208,                 1.9096,                 0.5593,                 0.5074,                0.55078,                0.35377,                 1.5613,                 1.8323,                 1.8358,              0.0082378,              0.0082378,              0.0082378
                    180,                   1.67,                 2.3953,                 1.8941,                0.57406,                0.44077,                0.50834,                0.32193,                 1.5809,                 1.8362,                 1.8409,              0.0082279,              0.0082279,              0.0082279
                    181,                 1.6648,                 2.3865,                  1.891,                0.55084,                0.46853,                0.50554,                0.32457,                 1.5507,                 1.8174,                 1.8308,               0.008218,               0.008218,               0.008218
                    182,                 1.7059,                 2.3784,                 1.8793,                0.54398,                0.52983,                0.55923,                0.37054,                 1.4705,                 1.7753,                 1.7704,              0.0082081,              0.0082081,              0.0082081
                    183,                 1.6296,                 2.3515,                 1.8187,                0.60709,                0.48416,                0.54355,                0.36267,                 1.4669,                 1.7136,                 1.7693,              0.0081982,              0.0081982,              0.0081982
                    184,                 1.6574,                 2.2825,                 1.8542,                0.56942,                0.48267,                0.52498,                0.34625,                 1.5035,                 1.8004,                 1.7898,              0.0081883,              0.0081883,              0.0081883
                    185,                 1.7063,                 2.2946,                 1.7871,                0.56257,                0.50672,                0.54181,                0.35727,                 1.4729,                 1.7539,                 1.7674,              0.0081784,              0.0081784,              0.0081784
                    186,                 1.6553,                 2.3954,                  1.862,                0.60041,                0.47389,                0.53056,                0.35002,                 1.5285,                  1.767,                 1.8028,              0.0081685,              0.0081685,              0.0081685
                    187,                  1.663,                 2.3284,                 1.8339,                0.62006,                0.44646,                 0.5126,                0.32183,                 1.5279,                 1.7755,                 1.8176,              0.0081586,              0.0081586,              0.0081586
                    188,                 1.6354,                   2.33,                 1.8283,                0.63751,                0.46442,                 0.5355,                0.35515,                 1.4557,                   1.71,                  1.759,              0.0081487,              0.0081487,              0.0081487
                    189,                 1.6005,                 2.2852,                 1.8227,                0.65237,                0.45561,                0.55874,                0.37389,                 1.4627,                 1.6974,                 1.7663,              0.0081388,              0.0081388,              0.0081388
                    190,                  1.575,                 2.2583,                 1.8309,                0.62659,                0.45674,                0.52489,                0.34221,                 1.5042,                 1.7068,                 1.7952,              0.0081289,              0.0081289,              0.0081289
                    191,                 1.6396,                 2.2416,                 1.8294,                0.62468,                0.45173,                0.51555,                0.33822,                 1.4871,                 1.7364,                 1.7804,               0.008119,               0.008119,               0.008119
                    192,                 1.6623,                 2.3123,                 1.8226,                0.57537,                0.50098,                0.53609,                0.35791,                 1.4623,                 1.6635,                 1.7592,              0.0081091,              0.0081091,              0.0081091
                    193,                 1.6164,                  2.247,                 1.7677,                0.61898,                 0.4743,                0.53156,                0.35116,                 1.5024,                 1.7303,                 1.7929,              0.0080992,              0.0080992,              0.0080992
                    194,                 1.6118,                  2.227,                 1.8227,                0.63741,                0.49479,                0.56544,                0.36738,                 1.4641,                 1.6629,                 1.7659,              0.0080893,              0.0080893,              0.0080893
                    195,                 1.6199,                 2.1876,                 1.8075,                0.57368,                0.47236,                0.51947,                0.33455,                 1.5526,                 1.7359,                 1.8271,              0.0080794,              0.0080794,              0.0080794
                    196,                 1.6259,                 2.2764,                 1.8052,                0.64375,                0.48974,                0.54799,                0.35892,                 1.4868,                 1.6567,                 1.7597,              0.0080695,              0.0080695,              0.0080695
                    197,                 1.6265,                 2.2535,                 1.7882,                0.64581,                0.49038,                0.55115,                0.37099,                 1.4838,                 1.6367,                 1.7532,              0.0080596,              0.0080596,              0.0080596
                    198,                 1.6184,                 2.1831,                 1.7829,                0.68515,                0.49638,                0.58015,                0.39419,                 1.3997,                 1.6041,                 1.7033,              0.0080497,              0.0080497,              0.0080497
                    199,                 1.6059,                 2.2744,                 1.8112,                0.63062,                0.54499,                0.57598,                0.39111,                 1.4187,                 1.6162,                 1.7183,              0.0080398,              0.0080398,              0.0080398
                    200,                 1.5789,                 2.2626,                 1.8126,                0.67051,                0.49329,                0.58532,                0.40359,                 1.4098,                 1.6062,                 1.7086,              0.0080299,              0.0080299,              0.0080299
                    201,                 1.5974,                 2.3112,                 1.8138,                0.62241,                0.53322,                0.57852,                0.39522,                 1.4429,                 1.5897,                 1.7295,                0.00802,                0.00802,                0.00802
                    202,                 1.6352,                 2.2503,                 1.8276,                0.52086,                0.56905,                0.57606,                0.38584,                  1.439,                 1.6165,                 1.7289,              0.0080101,              0.0080101,              0.0080101
                    203,                 1.5964,                 2.1811,                 1.7796,                0.56479,                0.53971,                0.58723,                0.40104,                 1.4188,                 1.5654,                 1.7093,              0.0080002,              0.0080002,              0.0080002
                    204,                 1.5593,                 2.1177,                   1.81,                0.61373,                0.51856,                 0.5989,                0.40446,                 1.3975,                 1.5075,                 1.7035,              0.0079903,              0.0079903,              0.0079903
                    205,                 1.5745,                 2.1059,                 1.7772,                0.69366,                0.45149,                0.57792,                0.38402,                 1.4215,                  1.592,                 1.7149,              0.0079804,              0.0079804,              0.0079804
                    206,                 1.5741,                 2.1283,                 1.7889,                0.66115,                0.50733,                0.59316,                0.39694,                  1.406,                 1.5368,                 1.6947,              0.0079705,              0.0079705,              0.0079705
                    207,                 1.6368,                 2.1305,                 1.7826,                0.61576,                0.52924,                0.58766,                0.38411,                 1.4314,                 1.5784,                 1.7128,              0.0079606,              0.0079606,              0.0079606
                    208,                 1.5887,                 2.1202,                 1.7463,                0.53061,                0.55872,                0.57599,                0.38162,                 1.4627,                 1.6315,                  1.729,              0.0079507,              0.0079507,              0.0079507
                    209,                 1.5573,                 2.0671,                 1.7471,                0.67141,                0.51008,                0.60498,                0.40619,                 1.3964,                 1.5766,                 1.6857,              0.0079408,              0.0079408,              0.0079408
                    210,                 1.5635,                 2.0947,                 1.7724,                 0.6586,                0.51306,                0.60001,                0.40101,                   1.38,                 1.5495,                 1.6792,              0.0079309,              0.0079309,              0.0079309
                    211,                 1.5902,                 2.1684,                 1.8018,                0.68548,                0.53205,                0.60988,                0.41067,                 1.3684,                 1.4813,                  1.672,               0.007921,               0.007921,               0.007921
                    212,                 1.5753,                 2.1521,                 1.8208,                0.66477,                0.53936,                0.61815,                0.42561,                 1.3426,                 1.4685,                 1.6548,              0.0079111,              0.0079111,              0.0079111
                    213,                 1.6067,                 2.0355,                 1.7592,                0.66765,                0.54238,                0.61834,                0.42349,                 1.3596,                 1.4312,                  1.661,              0.0079012,              0.0079012,              0.0079012
                    214,                 1.5345,                 2.1334,                 1.7487,                0.63946,                0.57617,                0.62223,                0.43107,                 1.3466,                  1.411,                 1.6408,              0.0078913,              0.0078913,              0.0078913
                    215,                 1.5699,                  2.148,                 1.7693,                0.64257,                0.55378,                0.61693,                0.44215,                  1.335,                  1.402,                 1.6335,              0.0078814,              0.0078814,              0.0078814
                    216,                 1.5254,                  2.026,                 1.7494,                0.67752,                0.50749,                0.60039,                0.42553,                 1.3313,                 1.4437,                 1.6355,              0.0078715,              0.0078715,              0.0078715
                    217,                 1.5354,                 1.9956,                 1.7463,                0.57346,                 0.5755,                0.62515,                0.43831,                 1.3165,                 1.4855,                 1.6234,              0.0078616,              0.0078616,              0.0078616
                    218,                  1.516,                 2.0242,                 1.6905,                0.59914,                0.59276,                 0.6285,                0.43669,                 1.3181,                 1.5134,                 1.6098,              0.0078517,              0.0078517,              0.0078517
                    219,                 1.5333,                 2.0764,                 1.7273,                 0.6918,                0.56101,                0.62892,                0.43607,                 1.3117,                 1.5037,                 1.6079,              0.0078418,              0.0078418,              0.0078418
                    220,                 1.5424,                 2.0206,                 1.7164,                0.61985,                0.58718,                0.62877,                 0.4419,                 1.2975,                 1.4825,                 1.5934,              0.0078319,              0.0078319,              0.0078319
                    221,                 1.5654,                 2.0172,                 1.7571,                0.67452,                0.55614,                0.62127,                0.44017,                 1.3065,                 1.5085,                 1.6033,               0.007822,               0.007822,               0.007822
                    222,                 1.5317,                 2.0109,                 1.7162,                0.75506,                0.49625,                0.62266,                0.44172,                 1.2982,                 1.4357,                 1.6014,              0.0078121,              0.0078121,              0.0078121
                    223,                 1.5138,                 1.9379,                 1.6873,                0.70848,                0.56233,                0.62429,                0.44101,                 1.3069,                 1.4213,                 1.6108,              0.0078022,              0.0078022,              0.0078022
                    224,                  1.553,                 2.1296,                 1.7754,                  0.686,                0.56741,                0.63154,                0.44214,                 1.2932,                 1.4887,                 1.6038,              0.0077923,              0.0077923,              0.0077923
                    225,                 1.5263,                 2.0007,                 1.6894,                0.70011,                0.59809,                0.64546,                0.44675,                  1.302,                 1.5218,                 1.5991,              0.0077824,              0.0077824,              0.0077824
                    226,                 1.5515,                 1.9721,                 1.7095,                0.65304,                0.58474,                0.64021,                0.44656,                 1.3176,                 1.4296,                 1.6118,              0.0077725,              0.0077725,              0.0077725
                    227,                  1.603,                 2.0403,                 1.7444,                0.67115,                0.55558,                0.62984,                0.43941,                 1.3333,                 1.4263,                 1.6194,              0.0077626,              0.0077626,              0.0077626
                    228,                 1.5546,                 2.1179,                 1.8012,                0.69131,                0.57902,                0.65319,                0.46154,                 1.3189,                 1.3699,                 1.6096,              0.0077527,              0.0077527,              0.0077527
                    229,                 1.5248,                 2.0059,                 1.7006,                0.69315,                0.55202,                0.64387,                0.45275,                 1.3354,                 1.4045,                 1.6173,              0.0077428,              0.0077428,              0.0077428
                    230,                 1.5038,                  1.976,                 1.6876,                0.77813,                0.54998,                 0.6605,                0.47691,                 1.2804,                 1.3666,                 1.5819,              0.0077329,              0.0077329,              0.0077329
                    231,                 1.5244,                 1.9602,                 1.6674,                0.70953,                0.59433,                0.64729,                0.46773,                 1.2638,                 1.3214,                 1.5688,               0.007723,               0.007723,               0.007723
                    232,                 1.4849,                 1.9462,                 1.6922,                0.70059,                0.57424,                0.64878,                0.46371,                 1.2551,                 1.3154,                 1.5695,              0.0077131,              0.0077131,              0.0077131
                    233,                 1.4782,                  1.986,                 1.7216,                0.65867,                0.61312,                0.65927,                0.46635,                 1.2861,                 1.3406,                 1.5827,              0.0077032,              0.0077032,              0.0077032
                    234,                 1.4469,                 1.9437,                  1.676,                0.74301,                0.55467,                0.66025,                0.47838,                 1.2801,                 1.3229,                  1.575,              0.0076933,              0.0076933,              0.0076933
                    235,                 1.4351,                 1.8738,                 1.6749,                0.74177,                0.57311,                0.66169,                0.47866,                 1.2537,                 1.3091,                 1.5545,              0.0076834,              0.0076834,              0.0076834
                    236,                 1.5011,                 1.8988,                 1.6931,                0.68245,                0.60315,                0.66207,                0.46617,                  1.283,                 1.3366,                 1.5708,              0.0076735,              0.0076735,              0.0076735
                    237,                 1.4786,                 1.9489,                 1.6897,                0.74029,                0.57016,                0.66864,                0.47558,                 1.2617,                  1.267,                 1.5512,              0.0076636,              0.0076636,              0.0076636
                    238,                 1.4748,                 1.9543,                 1.6902,                 0.7671,                0.56599,                0.67114,                0.47501,                 1.2633,                 1.2942,                 1.5615,              0.0076537,              0.0076537,              0.0076537
                    239,                 1.4509,                  1.874,                 1.6366,                0.72501,                0.61825,                0.67836,                 0.4836,                 1.2584,                 1.2599,                 1.5513,              0.0076438,              0.0076438,              0.0076438
                    240,                 1.4726,                 1.8647,                 1.6618,                0.72605,                0.62849,                0.68195,                0.48636,                 1.2406,                 1.3633,                 1.5388,              0.0076339,              0.0076339,              0.0076339
                    241,                 1.4927,                 1.9235,                 1.6665,                0.67952,                0.64478,                0.67963,                0.48156,                 1.2458,                 1.3327,                 1.5551,               0.007624,               0.007624,               0.007624
                    242,                 1.4955,                 1.9495,                 1.6684,                0.68665,                0.63793,                0.67663,                 0.4643,                 1.2794,                 1.3454,                 1.5681,              0.0076141,              0.0076141,              0.0076141
                    243,                 1.4868,                 1.8973,                 1.6175,                0.72738,                0.57515,                0.66987,                0.45372,                 1.3092,                 1.3927,                 1.5875,              0.0076042,              0.0076042,              0.0076042
                    244,                 1.4922,                  2.015,                 1.6947,                0.73578,                 0.5843,                0.67602,                0.47469,                 1.2473,                 1.3486,                  1.559,              0.0075943,              0.0075943,              0.0075943
                    245,                 1.4989,                 1.8457,                 1.6382,                0.68334,                0.64076,                0.68642,                0.47605,                 1.2524,                 1.2676,                  1.545,              0.0075844,              0.0075844,              0.0075844
                    246,                 1.4681,                 1.9283,                 1.6506,                0.68979,                 0.6268,                0.68473,                0.47109,                 1.2924,                 1.2773,                 1.5682,              0.0075745,              0.0075745,              0.0075745
                    247,                 1.3969,                 1.7962,                 1.6097,                0.74662,                0.61858,                0.70595,                0.49155,                 1.2568,                 1.2867,                 1.5523,              0.0075646,              0.0075646,              0.0075646
                    248,                 1.5745,                 1.9117,                 1.6898,                0.74776,                0.62863,                0.71373,                0.50971,                 1.2333,                 1.3284,                 1.5346,              0.0075547,              0.0075547,              0.0075547
                    249,                 1.4237,                 1.8439,                 1.6699,                0.70546,                0.63987,                0.70307,                0.49382,                 1.2749,                 1.2676,                 1.5602,              0.0075448,              0.0075448,              0.0075448
                    250,                 1.4561,                 1.8666,                 1.6566,                0.77838,                0.61415,                0.70648,                0.50183,                 1.2244,                 1.2222,                 1.5292,              0.0075349,              0.0075349,              0.0075349
                    251,                 1.4314,                 1.8314,                 1.6185,                0.79394,                 0.6179,                0.71591,                0.51108,                  1.206,                 1.2314,                 1.5152,               0.007525,               0.007525,               0.007525
                    252,                 1.4042,                 1.8086,                 1.6248,                0.79276,                0.58363,                0.70693,                0.50639,                 1.2183,                 1.2693,                 1.5315,              0.0075151,              0.0075151,              0.0075151
                    253,                 1.4802,                 1.9424,                 1.6737,                0.80826,                0.58242,                0.71095,                 0.5153,                 1.1877,                 1.2166,                 1.5075,              0.0075052,              0.0075052,              0.0075052
                    254,                 1.4814,                 1.8362,                 1.6662,                0.80337,                0.58387,                0.71707,                0.51847,                 1.2165,                 1.2111,                 1.5191,              0.0074953,              0.0074953,              0.0074953
                    255,                 1.4184,                  1.843,                 1.6674,                0.66194,                0.64889,                0.70746,                0.50355,                 1.2245,                 1.2237,                 1.5294,              0.0074854,              0.0074854,              0.0074854
                    256,                 1.4056,                 1.7707,                 1.6318,                0.64905,                0.68551,                0.71827,                0.51847,                 1.1849,                 1.2147,                 1.5021,              0.0074755,              0.0074755,              0.0074755
                    257,                 1.4242,                  1.738,                 1.5841,                 0.7694,                0.61677,                0.72073,                0.51611,                 1.2268,                 1.2511,                  1.531,              0.0074656,              0.0074656,              0.0074656
                    258,                 1.4483,                 1.8483,                 1.6319,                0.79186,                 0.6268,                0.72698,                0.53681,                 1.1763,                 1.1976,                 1.4977,              0.0074557,              0.0074557,              0.0074557
                    259,                 1.4272,                 1.7419,                 1.6275,                0.78616,                0.63601,                0.72639,                0.53695,                 1.1729,                 1.2013,                 1.4903,              0.0074458,              0.0074458,              0.0074458
                    260,                 1.4832,                 1.8691,                 1.6514,                0.78627,                0.61493,                0.72711,                0.53178,                 1.1807,                 1.1998,                 1.4906,              0.0074359,              0.0074359,              0.0074359
                    261,                 1.4497,                 1.7777,                 1.6515,                0.79516,                0.61585,                0.73115,                0.53607,                 1.1787,                  1.206,                 1.4829,               0.007426,               0.007426,               0.007426
                    262,                 1.4275,                 1.6977,                 1.5961,                0.76768,                0.62197,                0.72958,                 0.5316,                 1.1841,                 1.1798,                  1.488,              0.0074161,              0.0074161,              0.0074161
                    263,                 1.4735,                 1.8498,                 1.6158,                0.77254,                0.64074,                0.72264,                0.53119,                  1.155,                  1.148,                  1.471,              0.0074062,              0.0074062,              0.0074062
                    264,                  1.423,                 1.7241,                  1.622,                0.75779,                0.64977,                0.73415,                0.54551,                 1.1572,                 1.1678,                 1.4683,              0.0073963,              0.0073963,              0.0073963
                    265,                 1.4039,                 1.7616,                  1.621,                0.72482,                0.66155,                0.72396,                0.53331,                 1.1665,                 1.1813,                 1.4731,              0.0073864,              0.0073864,              0.0073864
                    266,                 1.3965,                 1.7642,                 1.5821,                0.79474,                 0.6461,                0.72621,                 0.5401,                 1.1521,                 1.1947,                 1.4681,              0.0073765,              0.0073765,              0.0073765
                    267,                  1.344,                 1.7108,                 1.5653,                0.80168,                0.64144,                0.73689,                0.54802,                  1.154,                 1.1438,                 1.4709,              0.0073666,              0.0073666,              0.0073666
                    268,                  1.372,                 1.7416,                 1.5615,                0.77664,                0.65689,                0.74507,                 0.5421,                  1.164,                 1.1299,                 1.4764,              0.0073567,              0.0073567,              0.0073567
                    269,                 1.3908,                 1.7092,                 1.5667,                0.79044,                0.65488,                0.74728,                0.53635,                 1.1856,                 1.1907,                 1.4836,              0.0073468,              0.0073468,              0.0073468
                    270,                 1.4144,                  1.741,                 1.6094,                0.76036,                0.67933,                0.74104,                0.53332,                 1.1983,                  1.188,                 1.4866,              0.0073369,              0.0073369,              0.0073369
                    271,                 1.3506,                 1.7001,                 1.5658,                0.75807,                0.68708,                0.74981,                0.54831,                 1.1637,                 1.1617,                 1.4688,               0.007327,               0.007327,               0.007327
                    272,                 1.4192,                 1.7072,                 1.5669,                   0.78,                 0.6689,                0.75453,                0.53785,                 1.1781,                 1.1894,                 1.4727,              0.0073171,              0.0073171,              0.0073171
                    273,                 1.3886,                 1.7327,                 1.5741,                 0.7192,                0.69755,                0.75197,                0.54392,                 1.1823,                 1.1589,                 1.4772,              0.0073072,              0.0073072,              0.0073072
                    274,                 1.3422,                 1.6474,                 1.5822,                0.75148,                0.70326,                0.75626,                0.56897,                 1.1154,                 1.1026,                 1.4354,              0.0072973,              0.0072973,              0.0072973
                    275,                  1.354,                 1.6601,                 1.5692,                0.74535,                 0.6917,                0.75035,                0.54525,                 1.1553,                  1.144,                 1.4614,              0.0072874,              0.0072874,              0.0072874
                    276,                 1.3392,                 1.6972,                 1.5858,                0.81525,                0.67899,                0.76154,                0.55924,                 1.1247,                 1.1514,                 1.4343,              0.0072775,              0.0072775,              0.0072775
                    277,                  1.451,                 1.7828,                 1.6063,                0.77245,                0.70471,                0.75825,                0.54874,                 1.1358,                 1.1648,                 1.4467,              0.0072676,              0.0072676,              0.0072676
                    278,                 1.3739,                 1.6008,                 1.5374,                 0.7475,                0.71296,                0.75563,                0.55008,                  1.142,                 1.1952,                 1.4507,              0.0072577,              0.0072577,              0.0072577
                    279,                 1.3677,                  1.723,                 1.5922,                0.74777,                0.70824,                0.75492,                0.55626,                 1.1165,                 1.1845,                 1.4307,              0.0072478,              0.0072478,              0.0072478
                    280,                 1.3588,                 1.6981,                 1.5697,                0.76854,                0.68531,                0.74963,                0.55448,                 1.1396,                 1.1293,                 1.4413,              0.0072379,              0.0072379,              0.0072379
                    281,                 1.4039,                 1.6445,                 1.5526,                0.77558,                0.67722,                0.75332,                0.54661,                 1.1858,                 1.1377,                 1.4697,               0.007228,               0.007228,               0.007228
                    282,                 1.4011,                 1.7103,                 1.5952,                0.73506,                0.68138,                0.74791,                0.55292,                 1.1616,                 1.1267,                 1.4484,              0.0072181,              0.0072181,              0.0072181
                    283,                 1.3678,                 1.6882,                 1.5367,                0.78571,                0.64717,                0.75028,                0.55568,                 1.1582,                 1.1186,                 1.4488,              0.0072082,              0.0072082,              0.0072082
                    284,                 1.3363,                 1.5666,                 1.5153,                0.81032,                0.63851,                0.75297,                0.55335,                 1.1539,                 1.0836,                 1.4455,              0.0071983,              0.0071983,              0.0071983
                    285,                 1.3863,                  1.667,                 1.5589,                0.77889,                 0.6452,                0.75207,                0.54126,                 1.1978,                 1.1232,                 1.4753,              0.0071884,              0.0071884,              0.0071884
                    286,                 1.4104,                 1.7644,                  1.581,                 0.7898,                0.69454,                0.76288,                0.56706,                 1.1055,                  1.122,                 1.4203,              0.0071785,              0.0071785,              0.0071785
                    287,                 1.3934,                 1.6926,                 1.5747,                0.79304,                0.65471,                0.75109,                0.55151,                 1.1256,                   1.14,                 1.4279,              0.0071686,              0.0071686,              0.0071686
                    288,                 1.3745,                 1.6907,                 1.5723,                0.77616,                0.68465,                0.75768,                0.55547,                 1.1315,                 1.1136,                 1.4391,              0.0071587,              0.0071587,              0.0071587
                    289,                  1.343,                 1.6245,                 1.5496,                0.78319,                0.67854,                0.76281,                0.56048,                 1.1159,                 1.1038,                 1.4288,              0.0071488,              0.0071488,              0.0071488
                    290,                 1.3955,                  1.691,                 1.5724,                0.79987,                0.67029,                0.75907,                0.55747,                 1.1017,                 1.1514,                 1.4145,              0.0071389,              0.0071389,              0.0071389
                    291,                 1.3494,                 1.6695,                 1.5704,                0.71493,                0.70619,                0.76271,                0.57579,                 1.0592,                 1.0734,                 1.3855,               0.007129,               0.007129,               0.007129
                    292,                 1.3388,                 1.6152,                 1.5421,                0.74086,                0.70145,                0.76231,                0.56796,                 1.0757,                 1.0724,                 1.3963,              0.0071191,              0.0071191,              0.0071191
                    293,                 1.2894,                 1.5732,                 1.5105,                0.73474,                 0.7003,                0.76661,                 0.5774,                 1.0775,                  1.067,                 1.3958,              0.0071092,              0.0071092,              0.0071092
                    294,                 1.3666,                 1.5986,                 1.5078,                0.78477,                0.65796,                0.75765,                0.56515,                 1.0759,                 1.0656,                 1.3941,              0.0070993,              0.0070993,              0.0070993
                    295,                   1.28,                 1.5531,                  1.508,                0.81083,                0.68247,                0.77224,                0.57295,                 1.1039,                 1.0523,                 1.4076,              0.0070894,              0.0070894,              0.0070894
